id,tested_positive
213,4.987277984619141
214,15.30888843536377
215,17.588802337646484
216,15.6314697265625
217,10.49901008605957
218,20.77104949951172
219,8.8351411819458
220,7.379269599914551
221,10.051173210144043
222,13.09200668334961
223,20.544740676879883
224,17.02900505065918
225,8.982230186462402
226,4.965743064880371
227,14.33430290222168
228,15.329814910888672
229,11.091665267944336
230,14.028203010559082
231,5.905046463012695
232,10.994023323059082
233,19.00062370300293
234,14.823136329650879
235,6.057575225830078
236,10.294999122619629
237,17.167606353759766
238,10.857159614562988
239,15.941359519958496
240,19.980331420898438
241,14.864639282226562
242,24.74348258972168
243,16.464853286743164
244,9.095582008361816
245,5.961675643920898
246,19.094093322753906
247,11.563344955444336
248,20.98509979248047
249,17.19391441345215
250,18.09876823425293
251,14.960941314697266
252,16.950119018554688
253,18.009403228759766
254,15.142102241516113
255,10.997184753417969
256,20.439443588256836
257,12.042123794555664
258,12.798709869384766
259,16.969497680664062
260,16.01152229309082
261,22.007129669189453
262,11.486479759216309
263,11.554068565368652
264,16.024749755859375
265,13.589742660522461
266,15.0052490234375
267,9.060988426208496
268,12.540695190429688
269,17.17542266845703
270,11.81325626373291
271,12.628212928771973
272,17.399648666381836
273,9.954232215881348
274,16.323421478271484
275,5.236194610595703
276,14.97883415222168
277,8.512350082397461
278,15.765830993652344
279,8.843981742858887
280,18.292131423950195
281,13.588132858276367
282,13.138172149658203
283,13.018597602844238
284,6.91584587097168
285,15.983975410461426
286,6.944599151611328
287,16.769498825073242
288,10.502141952514648
289,15.328848838806152
290,16.956531524658203
291,10.85666561126709
292,15.64277172088623
293,15.640498161315918
294,15.50949478149414
295,16.48722267150879
296,16.7329158782959
297,13.32282829284668
298,9.90257453918457
299,12.210322380065918
300,17.938169479370117
301,15.39297866821289
302,19.407970428466797
303,16.202964782714844
304,15.773011207580566
305,17.98746681213379
306,17.722652435302734
307,15.777016639709473
308,14.765002250671387
309,17.628681182861328
310,17.708457946777344
311,17.680294036865234
312,15.981505393981934
313,11.741538047790527
314,13.328990936279297
315,10.654387474060059
316,11.693256378173828
317,20.15849494934082
318,13.513898849487305
319,17.465158462524414
320,18.537195205688477
321,8.066889762878418
322,14.653144836425781
323,11.677001953125
324,9.403297424316406
325,17.806734085083008
326,6.067548751831055
327,19.31957244873047
328,8.525705337524414
329,13.460832595825195
330,16.086084365844727
331,15.40680980682373
332,12.998993873596191
333,15.750678062438965
334,13.16329288482666
335,10.611557006835938
336,11.169610023498535
337,16.17656707763672
338,11.098884582519531
339,6.45737361907959
340,16.438613891601562
341,15.237702369689941
342,15.351269721984863
343,13.429793357849121
344,6.402270317077637
345,17.491966247558594
346,12.654908180236816
347,17.152971267700195
348,20.26561164855957
349,7.390764236450195
350,13.09172534942627
351,11.804526329040527
352,14.298600196838379
353,6.023550033569336
354,14.45865535736084
355,17.364299774169922
356,11.839442253112793
357,16.874237060546875
358,8.474801063537598
359,5.088324546813965
360,11.214600563049316
361,11.995413780212402
362,15.373143196105957
363,13.940951347351074
364,11.49889087677002
365,15.062493324279785
366,9.657618522644043
367,17.467823028564453
368,5.7089128494262695
369,12.24341106414795
370,20.43183708190918
371,10.887529373168945
372,14.39942455291748
373,18.629892349243164
374,15.029899597167969
375,17.52010726928711
376,11.434988021850586
377,15.741235733032227
378,15.614738464355469
379,4.938698768615723
380,23.596406936645508
381,7.811402320861816
382,16.7808895111084
383,14.53801155090332
384,15.416799545288086
385,20.064048767089844
386,14.281526565551758
387,12.706125259399414
388,16.17922019958496
389,18.970815658569336
390,15.801473617553711
391,17.85546875
392,13.019050598144531
393,11.819993019104004
394,10.133173942565918
395,15.687529563903809
396,14.939441680908203
397,6.345005035400391
398,12.975544929504395
399,6.038229942321777
400,13.497389793395996
401,12.524089813232422
402,4.664112091064453
403,6.474897384643555
404,11.137033462524414
405,14.87952709197998
406,10.80151653289795
407,6.692170143127441
408,5.477327346801758
409,8.280217170715332
410,6.652192115783691
411,9.526144981384277
412,7.020018577575684
413,13.005453109741211
414,9.045498847961426
415,14.033711433410645
416,6.081707954406738
417,12.685763359069824
418,7.22540283203125
419,7.319277763366699
420,10.997918128967285
421,6.6132097244262695
422,15.161593437194824
423,7.957509994506836
424,15.486726760864258
425,6.593512535095215
426,14.282671928405762
427,6.916383743286133
428,7.442258834838867
429,13.759383201599121
430,15.72835636138916
431,17.905906677246094
432,6.890877723693848
433,4.553969383239746
434,10.31010913848877
435,15.480931282043457
436,10.465479850769043
437,5.080222129821777
438,12.905855178833008
439,6.642683029174805
440,16.127737045288086
441,11.66584300994873
442,11.861949920654297
443,14.644420623779297
444,7.297970771789551
445,18.459022521972656
446,12.202675819396973
447,16.721391677856445
448,12.102201461791992
449,12.343159675598145
450,9.387478828430176
451,8.935066223144531
452,14.481599807739258
453,13.144452095031738
454,8.621286392211914
455,14.491930961608887
456,14.886362075805664
457,12.483183860778809
458,17.072710037231445
459,6.879581451416016
460,17.444049835205078
461,8.56731128692627
462,6.541217803955078
463,6.423280715942383
464,7.646518707275391
465,5.6019182205200195
466,12.066938400268555
467,17.22307777404785
468,7.425015449523926
469,12.32009220123291
470,9.381961822509766
471,13.532269477844238
472,11.143196105957031
473,8.323974609375
474,10.593927383422852
475,16.141504287719727
476,7.07026481628418
477,5.882133483886719
478,8.412359237670898
479,8.431914329528809
480,18.05691909790039
481,16.56336212158203
482,9.160573959350586
483,13.333703994750977
484,10.318485260009766
485,18.657407760620117
486,12.475062370300293
487,10.307217597961426
488,13.831777572631836
489,15.464874267578125
490,9.695302963256836
491,7.274252891540527
492,11.679108619689941
493,10.770853042602539
494,17.333311080932617
495,4.484418869018555
496,17.832626342773438
497,16.139293670654297
498,8.420804023742676
499,12.453618049621582
500,5.939179420471191
501,8.653975486755371
502,17.66371726989746
503,17.30583953857422
504,13.084470748901367
505,10.179771423339844
506,14.539441108703613
507,6.244386672973633
508,12.236425399780273
509,5.503461837768555
510,9.848770141601562
511,20.90966796875
512,10.14478588104248
513,9.056241035461426
514,6.244481086730957
515,5.84440803527832
516,20.305465698242188
517,5.125019073486328
518,14.350186347961426
519,19.62821388244629
520,9.441909790039062
521,11.501341819763184
522,5.1346845626831055
523,6.783439636230469
524,8.890238761901855
525,20.912748336791992
526,11.104299545288086
527,17.41670799255371
528,6.884159088134766
529,14.315505981445312
530,12.620498657226562
531,7.413424491882324
532,5.033005714416504
533,17.679534912109375
534,8.031805038452148
535,16.8750057220459
536,10.434478759765625
537,10.03483772277832
538,9.53749942779541
539,16.35795783996582
540,9.780680656433105
541,18.24159812927246
542,17.876876831054688
543,11.367561340332031
544,15.365663528442383
545,9.495203971862793
546,10.070693969726562
547,10.508410453796387
548,8.894299507141113
549,12.434198379516602
550,8.805275917053223
551,12.522794723510742
552,9.30532455444336
553,10.064072608947754
554,3.797241687774658
555,14.464759826660156
556,11.533038139343262
557,9.273209571838379
558,12.483983039855957
559,11.423114776611328
560,20.53166961669922
561,11.618292808532715
562,6.869475364685059
563,13.085766792297363
564,5.359811782836914
565,7.32154655456543
566,9.3152494430542
567,16.975955963134766
568,8.328158378601074
569,9.648446083068848
570,7.6011552810668945
571,12.051389694213867
572,18.293590545654297
573,12.393807411193848
574,18.16692543029785
575,10.04431438446045
576,17.271371841430664
577,5.903363227844238
578,7.230277061462402
579,8.218810081481934
580,8.981557846069336
581,5.32997989654541
582,6.861809730529785
583,7.66169548034668
584,9.024206161499023
585,7.315553665161133
586,9.87698745727539
587,5.392836570739746
588,12.87906551361084
589,8.39963436126709
590,7.6583709716796875
591,16.096546173095703
592,6.4085493087768555
593,8.536172866821289
594,7.861414909362793
595,7.649998664855957
596,8.079750061035156
597,9.533580780029297
598,6.571261405944824
599,10.074725151062012
600,10.458640098571777
601,15.796064376831055
602,8.542886734008789
603,5.868690490722656
604,9.845672607421875
605,16.27406120300293
606,7.668033599853516
607,10.02908992767334
608,10.235337257385254
609,14.826189994812012
610,15.10329532623291
611,8.871119499206543
612,14.821030616760254
613,5.312578201293945
614,14.664286613464355
615,8.763875961303711
616,8.260991096496582
617,14.985511779785156
618,8.04638671875
619,17.70311737060547
620,8.233784675598145
621,8.572627067565918
622,12.996912956237793
623,8.689732551574707
624,9.23300838470459
625,6.784824371337891
626,16.951305389404297
627,20.21243667602539
628,5.9118194580078125
629,10.27745532989502
630,6.07133674621582
631,16.639122009277344
632,9.909700393676758
633,17.414913177490234
634,8.692079544067383
635,11.099889755249023
636,13.012069702148438
637,18.65511703491211
638,8.708175659179688
639,19.22431755065918
640,8.556482315063477
641,21.529747009277344
642,9.664196968078613
643,8.6654691696167
644,7.956127166748047
645,10.244093894958496
646,6.185258865356445
647,14.27934741973877
648,9.751875877380371
649,6.139432907104492
650,14.583478927612305
651,6.819920539855957
652,9.726724624633789
653,21.38300895690918
654,16.569091796875
655,10.150505065917969
656,14.075650215148926
657,22.988248825073242
658,14.968951225280762
659,17.82465362548828
660,14.638288497924805
661,7.362614631652832
662,28.465600967407227
663,9.129082679748535
664,24.036212921142578
665,16.247997283935547
666,10.139004707336426
667,14.127610206604004
668,19.35759162902832
669,9.266806602478027
670,12.337472915649414
671,12.167024612426758
672,11.784852981567383
673,13.736574172973633
674,8.608168601989746
675,22.223812103271484
676,16.749414443969727
677,16.838348388671875
678,8.831765174865723
679,14.596902847290039
680,6.909701347351074
681,9.394749641418457
682,28.784563064575195
683,29.11288833618164
684,7.383821487426758
685,17.537248611450195
686,13.263726234436035
687,13.590989112854004
688,5.823847770690918
689,5.792977333068848
690,14.107728004455566
691,9.113747596740723
692,21.723033905029297
693,11.484291076660156
694,7.702953338623047
695,23.713525772094727
696,6.525198936462402
697,19.86379623413086
698,16.096994400024414
699,22.923477172851562
700,11.742300033569336
701,14.146312713623047
702,11.911450386047363
703,5.215179443359375
704,10.977360725402832
705,15.558989524841309
706,9.878680229187012
707,11.031688690185547
708,6.925699234008789
709,25.727439880371094
710,18.35635757446289
711,10.861822128295898
712,5.258045196533203
713,12.139716148376465
714,15.492938995361328
715,7.875820159912109
716,13.8923978805542
717,18.066362380981445
718,6.835558891296387
719,10.471230506896973
720,9.630565643310547
721,15.430009841918945
722,11.589110374450684
723,12.39513111114502
724,16.783458709716797
725,17.287704467773438
726,10.932564735412598
727,15.127947807312012
728,11.994866371154785
729,4.831876754760742
730,22.972965240478516
731,5.9589738845825195
732,7.916315078735352
733,23.912500381469727
734,8.774232864379883
735,12.913208961486816
736,15.011201858520508
737,15.707244873046875
738,8.868449211120605
739,7.008941650390625
740,7.4889421463012695
741,13.715263366699219
742,12.361900329589844
743,6.603883743286133
744,11.20438003540039
745,16.477712631225586
746,13.601339340209961
747,16.65637969970703
748,7.331631660461426
749,9.49489974975586
750,7.96793270111084
751,9.809136390686035
752,11.223194122314453
753,4.639553070068359
754,11.635543823242188
755,15.142316818237305
756,13.265665054321289
757,5.803686141967773
758,8.928062438964844
759,10.99915885925293
760,17.260623931884766
761,9.406331062316895
762,8.594128608703613
763,15.141606330871582
764,11.286924362182617
765,5.016254425048828
766,13.698225975036621
767,12.119688987731934
768,13.871620178222656
769,5.533519744873047
770,21.665605545043945
771,13.723734855651855
772,15.825706481933594
773,17.185293197631836
774,9.978950500488281
775,11.804203987121582
776,8.901505470275879
777,20.626779556274414
778,9.27645492553711
779,14.79766845703125
780,19.7078800201416
781,8.823338508605957
782,24.274505615234375
783,11.664670944213867
784,15.898772239685059
785,16.6186466217041
786,14.173192977905273
787,10.76845645904541
788,9.499120712280273
789,8.115684509277344
790,9.680397033691406
791,9.450492858886719
792,12.966879844665527
793,7.490481376647949
794,10.440753936767578
795,6.583666801452637
796,13.6453857421875
797,12.869406700134277
798,16.689464569091797
799,10.856313705444336
800,11.546988487243652
801,14.788517951965332
802,10.099433898925781
803,8.904659271240234
804,11.492850303649902
805,6.296135902404785
806,21.778074264526367
807,15.080191612243652
808,13.763049125671387
809,20.48069953918457
810,18.945451736450195
811,16.557802200317383
812,21.95846176147461
813,13.850336074829102
814,11.183355331420898
815,19.150455474853516
816,17.351600646972656
817,16.661691665649414
818,17.672582626342773
819,9.629074096679688
820,17.571548461914062
821,5.6345319747924805
822,15.089859962463379
823,24.285572052001953
824,16.534082412719727
825,8.460204124450684
826,7.837949752807617
827,9.936787605285645
828,9.14583683013916
829,19.907442092895508
830,6.992691993713379
831,12.850017547607422
832,26.177045822143555
833,10.86953353881836
834,20.700681686401367
835,31.60190773010254
836,11.229183197021484
837,22.747901916503906
838,22.656396865844727
839,12.24350357055664
840,26.542850494384766
841,20.469303131103516
842,12.761874198913574
843,10.158631324768066
844,29.212554931640625
845,13.178022384643555
846,12.35350227355957
847,17.775094985961914
848,7.081239700317383
849,9.283918380737305
850,19.922929763793945
851,13.650979042053223
852,22.96251106262207
853,13.80811882019043
854,11.821617126464844
855,7.1803436279296875
856,15.955376625061035
857,9.190895080566406
858,10.83891773223877
859,20.753536224365234
860,23.797107696533203
861,28.293596267700195
862,18.59553337097168
863,23.634206771850586
864,23.002912521362305
865,22.221839904785156
866,16.253307342529297
867,24.98549461364746
868,27.11627197265625
869,22.456491470336914
870,9.848989486694336
871,26.06925392150879
872,30.769739151000977
873,29.99566650390625
874,7.699432373046875
875,28.328845977783203
876,13.707547187805176
877,27.17809295654297
878,10.916024208068848
879,19.685632705688477
880,21.953353881835938
881,23.54250144958496
882,10.95727252960205
883,14.028228759765625
884,30.888181686401367
885,16.68311309814453
886,18.436681747436523
887,24.295927047729492
888,10.970024108886719
889,13.083791732788086
890,10.651697158813477
891,21.271574020385742
892,16.545955657958984
893,13.238790512084961
894,37.67681884765625
895,9.547467231750488
896,19.321916580200195
897,27.109487533569336
898,21.178653717041016
899,34.12788391113281
900,23.202125549316406
901,7.054221153259277
902,25.32489013671875
903,19.287092208862305
904,21.74480438232422
905,8.334230422973633
906,32.43962097167969
907,22.50988006591797
908,10.286484718322754
909,10.53026008605957
910,32.290870666503906
911,31.749004364013672
912,32.32448196411133
913,10.149657249450684
914,21.574182510375977
915,39.80123519897461
916,15.04649543762207
917,13.161231994628906
918,24.501644134521484
919,21.911264419555664
920,16.499710083007812
921,18.355213165283203
922,18.568927764892578
923,43.65864944458008
924,19.00090217590332
925,9.417930603027344
926,26.11101722717285
927,23.755634307861328
928,27.75430679321289
929,14.701470375061035
930,17.719146728515625
931,44.9592170715332
932,12.6586275100708
933,29.730449676513672
934,26.82346534729004
935,13.75575065612793
936,11.033352851867676
937,26.575481414794922
938,19.8729248046875
939,26.42694091796875
940,22.687908172607422
941,33.3370361328125
942,21.055797576904297
943,33.459564208984375
944,16.913434982299805
945,26.231630325317383
946,24.6636962890625
947,36.7077522277832
948,24.80091667175293
949,9.39422607421875
950,31.16692543029785
951,42.27913284301758
952,20.840473175048828
953,13.649319648742676
954,22.31013298034668
955,28.354785919189453
956,30.355628967285156
957,14.929346084594727
958,18.818511962890625
959,23.071863174438477
960,8.45091724395752
961,31.08896827697754
962,27.758760452270508
963,26.077939987182617
964,31.19219398498535
965,22.044925689697266
966,11.515143394470215
967,29.116174697875977
968,31.108924865722656
969,25.803462982177734
970,25.187252044677734
971,22.40006446838379
972,23.79656219482422
973,17.865339279174805
974,20.111927032470703
975,30.659732818603516
976,9.49860954284668
977,34.00954818725586
978,19.699207305908203
979,34.797550201416016
980,13.945432662963867
981,20.60990333557129
982,31.5108642578125
983,22.227800369262695
984,37.0941162109375
985,13.01108455657959
986,35.266841888427734
987,22.50765037536621
988,20.207536697387695
989,34.34330368041992
990,29.69852066040039
991,20.833171844482422
992,28.61380958557129
993,25.919504165649414
994,13.5038423538208
995,33.16862487792969
996,39.46331024169922
997,33.07429885864258
998,16.778427124023438
999,29.801515579223633
1000,7.471434593200684
1001,13.254786491394043
1002,29.14881706237793
1003,31.319936752319336
1004,8.014849662780762
1005,28.48048973083496
1006,26.79020118713379
1007,16.512794494628906
1008,18.778316497802734
1009,21.4135799407959
1010,21.908435821533203
1011,26.927406311035156
1012,20.814786911010742
1013,35.934356689453125
1014,31.325756072998047
1015,27.701257705688477
1016,26.365131378173828
1017,26.91229820251465
1018,20.291797637939453
1019,23.49730110168457
1020,19.899839401245117
1021,30.865182876586914
1022,41.92757797241211
1023,25.555248260498047
1024,32.44620132446289
1025,33.259098052978516
1026,20.560222625732422
1027,18.34235382080078
1028,30.888181686401367
1029,36.887855529785156
1030,12.23011589050293
1031,27.390981674194336
1032,12.457898139953613
1033,18.939538955688477
1034,25.990339279174805
1035,33.8994026184082
1036,34.03185272216797
1037,13.647318840026855
1038,15.418830871582031
1039,14.613776206970215
1040,33.905517578125
1041,16.358623504638672
1042,36.79838180541992
1043,37.421226501464844
1044,18.174488067626953
1045,34.71895980834961
1046,20.202363967895508
1047,18.473560333251953
1048,32.68335723876953
1049,23.064924240112305
1050,28.576194763183594
1051,32.01896286010742
1052,17.174030303955078
1053,31.557823181152344
1054,33.63096237182617
1055,37.855621337890625
1056,22.204364776611328
1057,26.11311912536621
1058,24.358322143554688
1059,32.753929138183594
1060,37.61152267456055
1061,26.18119239807129
1062,35.769744873046875
1063,29.216270446777344
1064,32.309974670410156
1065,20.828887939453125
1066,31.36109733581543
1067,22.916547775268555
1068,25.377086639404297
1069,28.226402282714844
1070,25.952083587646484
1071,29.037580490112305
1072,35.690467834472656
1073,34.00786590576172
1074,34.3536376953125
1075,35.956748962402344
1076,35.439727783203125
1077,38.58451843261719
